Day;AdsetId;Adset;AdvertiserId;Advertiser;CategoryId;Category;CampaignId;Campaign;Device;Currency;Displays;Clicks;AdvertiserCost;RevenueGeneratedClientAttribution;SalesClientAttribution;SalesAllClientAttribution;AdvertiserValue;AdvertiserAllValue
2021-07-10;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Smartphone;USD;2195;11;1.1;0;0;0;0;0
2021-10-28;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;CTV;USD;0;0;0;0;0;0;0;0
2022-04-04;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;;USD;0;0;0;0;0;0;0;0
2021-10-08;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;CTV;USD;0;0;0;0;0;0;0;0
2021-04-21;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Smartphone;USD;21495;105;12.6;59.92;2;6;0;0
2021-04-26;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Smartphone;USD;5653;80;24.1236;59.94;1;1;0;0
2022-03-26;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Desktop;USD;126834;165;115.7584;466.46;9;9;0;0
2021-06-26;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Other;USD;1;0;0;0;0;0;0;0
2021-05-09;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Other;USD;9;0;0;0;0;0;0;0
2021-11-14;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Desktop;USD;55438;85;69.0664;76.36;2;2;0;0
2021-11-04;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Tablet;USD;1937;12;1.5445;0;0;0;0;0
2022-01-27;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Tablet;USD;13033;79;13.569;0;0;0;0;0
2021-03-18;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Other;USD;0;0;0;0;0;0;0;0
2021-12-13;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Desktop;USD;96668;109;144.4344;410.07;7;7;0;0
2022-02-04;296930;Loyalty - All Buyers;64410;Nuts US;0;;280283;Loyalty - All Buyers;Unknown;USD;3;0;0.0005;0;0;0;0;0
2022-04-18;312001;Online Video - Conversion Optimized;64410;Nuts US;0;;292685;Online Video - Conversion Optimized;Other;USD;0;0;0;0;0;0;0;0
2021-10-28;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;488;2;0.8;31.96;1;1;0;0
2021-05-31;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Tablet;USD;5533;68;14.28;0;0;0;0;0
2021-03-01;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Desktop;USD;52215;202;78.6437;1866.1;31;40;0;0
2021-12-27;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Unknown;USD;6;0;0;0;0;0;0;0
2021-10-23;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Desktop;USD;0;0;0;50.03;2;3;0;0
2022-02-23;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Tablet;USD;3154;24;7.2;0;0;0;0;0
2022-02-21;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;;USD;0;0;0;0;0;0;0;0
2021-07-20;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;170;0;0;0;0;0;0;0
2021-08-17;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;170;0;0;0;0;0;0;0
2021-10-19;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Unknown;USD;4;0;0;0;0;0;0;0
2021-05-18;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Other;USD;1;0;0;0;0;0;0;0
2021-09-21;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Unknown;USD;6;0;0;0;0;0;0;0
2021-02-10;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Desktop;USD;897;2;0.2;0;0;0;0;0
2022-01-04;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Desktop;USD;930;1;0.4;0;0;0;0;0
2022-02-17;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Desktop;USD;298;1;0.2;0;0;1;0;0
2021-02-22;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Smartphone;USD;1383;24;2.4;165.3;3;6;0;0
2021-04-26;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Smartphone;USD;477;18;8.8737;0;0;2;0;0
2021-11-21;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Desktop;USD;1265;0;0;0;0;0;0;0
2021-06-22;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Smartphone;USD;16282;169;69.29;860.33;15;17;0;0
2022-02-08;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Tablet;USD;103;0;0.0211;0;0;0;0;0
2021-09-12;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Unknown;USD;2;0;0;0;0;0;0;0
2021-12-11;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Desktop;USD;76486;306;299.1478;5971.19;80;85;0;0
2022-04-17;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Tablet;USD;185;0;0.2502;0;0;0;0;0
2021-06-14;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Desktop;USD;1286;0;0;0;0;0;0;0
2021-09-24;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Unknown;USD;11;0;0;0;0;0;0;0
2022-03-09;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;;USD;0;0;0;0;0;0;0;0
2022-04-06;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;;USD;0;0;0;0;0;0;0;0
2021-07-23;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Desktop;USD;2;0;0;0;0;0;0;0
2021-06-03;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Other;USD;1;0;0.0009;0;0;0;0;0
2022-01-14;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Tablet;USD;87;9;3.6;0;0;0;0;0
2021-10-30;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Other;USD;25;0;0.0011;0;0;0;0;0
2021-11-11;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;CTV;USD;7;0;0.0039;0;0;0;0;0
2021-09-27;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Other;USD;0;0;0;0;0;0;0;0
2021-12-25;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Other;USD;0;0;0;0;0;0;0;0
2021-07-07;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Desktop;USD;1;0;0;0;0;0;0;0
2021-11-06;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Other;USD;0;0;0;0;0;0;0;0
2021-08-20;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Smartphone;USD;1;0;0;0;0;0;0;0
2021-05-24;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Smartphone;USD;566;17;6.0059;0;0;0;0;0
2021-11-15;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Smartphone;USD;78;5;2;0;0;0;0;0
2021-09-06;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Other;USD;0;0;0;0;0;0;0;0
2021-05-15;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Other;USD;16;0;0;0;0;0;0;0
2021-04-03;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Smartphone;USD;28187;214;36.38;61;3;5;0;0
2021-03-15;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Other;USD;0;0;0;0;0;0;0;0
2021-04-28;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Other;USD;0;0;0;0;0;0;0;0
2021-12-05;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Unknown;USD;2;0;0;0;0;0;0;0
2021-02-18;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Other;USD;0;0;0;0;0;0;0;0
2021-11-27;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Other;USD;0;0;0;0;0;0;0;0
2021-08-31;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Unknown;USD;1;0;0;0;0;0;0;0
2022-04-01;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;CTV;USD;0;0;0;0;0;0;0;0
2022-03-07;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;;USD;0;0;0;0;0;0;0;0
2021-08-09;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Other;USD;2;0;0;0;0;0;0;0
2022-02-21;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Desktop;USD;66316;104;31.2;67.94;2;2;0;0
2021-08-29;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Other;USD;6;0;0;0;0;0;0;0
2021-08-13;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Other;USD;12;0;0;0;0;0;0;0
2021-07-20;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Smartphone;USD;4210;33;5.61;0;0;0;0;0
2021-12-07;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Tablet;USD;3;0;0;0;0;0;0;0
2021-06-10;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Tablet;USD;8;0;0;0;0;0;0;0
2021-05-29;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Unknown;USD;2;0;0;0;0;0;0;0
2022-02-26;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Other;USD;0;0;0;0;0;0;0;0
2021-04-27;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Tablet;USD;5;1;0.12;0;0;0;0;0
2021-05-01;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Tablet;USD;8;0;0;0;0;0;0;0
2021-12-25;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Smartphone;USD;5146;22;7.3701;0;0;0;0;0
2022-03-09;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Other;USD;12;0;0;0;0;0;0;0
2021-10-12;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Other;USD;12;0;0;0;0;0;0;0
2022-03-15;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Smartphone;USD;4523;18;4.2208;85.9;1;1;0;0
2021-03-23;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Desktop;USD;459;0;0;0;0;0;0;0
2021-01-26;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Tablet;USD;39853;347;111.3819;284.12;4;5;0;0
2021-06-08;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Tablet;USD;3;0;0;0;0;0;0;0
2021-05-11;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Tablet;USD;10;1;0.19;0;0;0;0;0
2022-03-03;304187;Prospecting - Contextual Mobile_Tablet;64410;Nuts US;0;;286231;Prospecting - Contextual;Desktop;USD;25276;16;29.101;0;0;0;0;0
2021-08-16;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Desktop;USD;1;0;0;0;0;0;0;0
2022-03-11;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;;USD;0;0;0;0;0;0;0;0
2022-02-23;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;CTV;USD;0;0;0;0;0;0;0;0
2022-01-10;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Desktop;USD;84490;220;88;242.78;7;7;0;0
2022-01-18;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Desktop;USD;58637;174;69.6;474.74;5;5;0;0
2021-10-11;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Other;USD;1;0;0.0006;0;0;0;0;0
2021-11-27;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;CTV;USD;4;0;0.0002;0;0;0;0;0
2021-12-01;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;CTV;USD;0;0;0;0;0;0;0;0
2021-07-08;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Smartphone;USD;32801;346;148.78;458.56;12;15;0;0
2021-06-12;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Desktop;USD;9209;28;11.76;30.97;2;2;0;0
2022-01-22;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;2;0;0.0006;0;0;0;0;0
2021-09-26;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Smartphone;USD;54474;628;251.2;747.89;20;24;0;0
2021-10-05;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;Tablet;USD;310;4;0.4951;52.95;1;1;0;0
2021-04-30;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Other;USD;1;0;0.002;0;0;0;0;0
2022-02-03;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Smartphone;USD;210;7;2.8;0;0;0;0;0
2021-11-14;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Desktop;USD;5406;19;7.2376;408.92;5;5;0;0
2021-06-23;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Tablet;USD;370;2;1.6656;118.87;1;1;0;0
2021-09-23;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Tablet;USD;4532;68;31.6162;10.98;1;1;0;0
2021-08-23;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Unknown;USD;1;0;0;0;0;0;0;0
2022-03-03;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Tablet;USD;9339;90;29.0031;1256.43;28;33;0;0
2021-09-12;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Unknown;USD;1;0;0;0;0;0;0;0
2021-05-19;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;10;0;0;0;0;0;0;0
2021-08-26;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Desktop;USD;17673;33;20.6749;787.05;11;11;0;0
2021-05-23;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;22;1;0.12;0;0;0;0;0
2021-06-08;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Smartphone;USD;242;6;1.26;0;0;0;0;0
2021-10-29;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;Other;USD;0;0;0;0;0;0;0;0
2021-11-02;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;Other;USD;0;0;0;0;0;0;0;0
2022-03-08;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Desktop;USD;1871;5;0.7392;59.95;1;1;0;0
2022-04-09;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Desktop;USD;5248;6;8.8232;307.73;4;4;0;0
2022-02-17;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Smartphone;USD;28882;370;356.5846;115.88;2;3;0;0
2021-10-04;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Smartphone;USD;149954;1006;150.9;337.64;8;9;0;0
2021-05-04;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Tablet;USD;17;2;0.6;0;0;0;0;0
2022-03-20;306129;Similar Audience & Lapsed Users;64410;Nuts US;0;;287853;Similar Audience & Lapsed Users;CTV;USD;8;0;0.011;0;0;0;0;0
2022-02-21;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;;USD;0;0;0;0;0;0;0;0
2021-07-09;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Smartphone;USD;30;0;0.0165;0;0;0;0;0
2021-04-07;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Tablet;USD;25;7;1.54;0;0;0;0;0
2021-05-10;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Smartphone;USD;6023;56;14.4436;91.91;3;3;0;0
2022-04-04;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Smartphone;USD;156;8;1.12;0;0;0;0;0
2022-01-23;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;CTV;USD;8;0;0;0;0;0;0;0
2021-07-10;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Unknown;USD;1;0;0;0;0;0;0;0
2022-04-18;309112;Commerce Audience/Lapsed Buyers;64410;Nuts US;0;;290293;Commerce Audience/Lapsed Buyers;CTV;USD;1;0;0.0016;0;0;0;0;0
2022-03-23;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Other;USD;3;0;0.1091;0;0;0;0;0
2021-02-27;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Tablet;USD;205;2;0.3722;0;0;0;0;0
2022-02-28;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;;USD;0;0;0;0;0;0;0;0
2021-08-10;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Tablet;USD;990;3;1.6946;0;0;2;0;0
2021-08-06;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Tablet;USD;1003;10;3.8095;0;0;0;0;0
2022-04-20;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;;USD;0;0;0;0;0;0;0;0
2022-02-16;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;CTV;USD;6;0;0.0024;0;0;0;0;0
2021-09-27;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Desktop;USD;142541;612;426.7981;1615.76;28;30;0;0
2021-06-08;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;990;6;2.52;0;0;0;0;0
2022-02-06;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;CTV;USD;2;0;0;0;0;0;0;0
2022-03-20;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;CTV;USD;12;0;0.025;0;0;0;0;0
2021-06-02;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Unknown;USD;22;0;0;0;0;0;0;0
2021-07-25;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Unknown;USD;2;0;0;0;0;0;0;0
2021-12-02;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Other;USD;3;0;0.0001;0;0;0;0;0
2022-03-27;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Smartphone;USD;81763;1242;525.8428;4319.37;70;80;0;0
2021-01-26;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Smartphone;USD;324446;3392;1111.5615;2839.62;62;70;0;0
2022-03-11;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Desktop;USD;154561;606;408.74;7105.93;112;118;0;0
2021-12-09;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Desktop;USD;167331;561;631.0467;10046.8;152;162;0;0
2021-11-03;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Desktop;USD;47429;136;111.3977;3870.08;51;55;0;0
2021-10-08;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Unknown;USD;0;0;0;0;0;0;0;0
2022-01-20;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Other;USD;0;0;0;0;0;0;0;0
2021-12-13;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Other;USD;3;0;0;0;0;0;0;0
2021-09-11;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Smartphone;USD;0;0;0;0;0;0;0;0
2021-08-17;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Tablet;USD;15;0;0;0;0;0;0;0
