GA Attribution Campaign,GA Attribution Channel,GA Attribution Medium,Orders Order ID,Orders User ID,Orders Placed Date,Order Products Product ID,Order Skus ID,Contacts Contact ID,Users Is User Account Created (Yes / No),Orders Net Revenue,Contacts Email Domain,Order Products Product Name,Order Products Merchandising Category,Order Products First Tier Derpartment Name,Order Products Primary Department Name,Order Products Show on Product Page Tag Names,Order Products Show on Search Page Tag Names,Order Products Is Product Active (Yes / No),Order Skus Packaging Type,GA Attribution Source,Orders Shipping Fee Amount,Orders Unique Merchandising Category Name,Orders Billed to City,Orders Billed to State Prov,Orders Billed to Country Code,Order Skus List Price,Order Skus After Discount Price,Order Skus Before Discount Price,Contacts First Subscribed Date,Contacts First Subscribed Time,Orders Placed Time,Orders Is Placed Day Holiday (Yes / No),Order Skus Discount,Orders Canceled Date,Order Skus Weight,KW Skus Data Net Weight,Order Skus Packaging Type Code,Gifting Is Gift (Yes / No),Orders Discount Fee Amount,KW Skus Data Meltable (Yes / No),Orders Total New Order Revenue,Order Skus Count of Pieces,Order Skus Gross Profit,Accrued Gross Margin,Accrued Product Cost,Shipments Total Shipping Revenue,Order Skus Total Raw Material Cost,Order Skus Total Packaging Cost,Shipments Total Heat Resistant Packaging Cost,Order Skus Total Filling Labor Cost,Accrued Direct Labor Fulfillment Cost,Accrued Direct Labor Support Cost,Accrued Direct Labor Others Cost,Accrued Indirect Labor Cost,Accrued Freight Out Cost,Accrued Credit Card Processing Fee,Accrued Others Cost,Shipments Total Actual Carrier Cost,Orders Total Shipping Carrier Fees
2022-04-13-April-Monthly-Gifting_DTC_1,,email,12867118,1416387,2022-04-13,4107,4107-01,2513287,Yes,192.85,yahoo.com,Organic Dry-Roasted Cashews (Unsalted),Nuts,Nuts,Cashews,"dry roasted,certified gluten-free,kosher pareve,gluten-free,roasted,toasted,salt-free,kosher,organic","dry roasted,certified gluten-free,nuts,kosher pareve,unsalted,out of shell,gluten-free,roasted,toasted,nuts and seeds,salt-free,kosher,organic",Yes,Medium 1 Pound Bag,Iterable,0,"Dried Fruit,Nuts",Phoenix,AZ,US,15.99,15.99,15.99,,,2022-04-13 10:50:47,No,0,,1,1,M,No,0,No,0,1,15.99,192.46051699999998,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,7.28
"loyalty_ Web Conversion Buyers Last 90 Days - Oct 18, 2021",criteo,cpc,12867696,,2022-04-13,5026,5026-01,3920572,No,66.92,cox.net,Jordan Almonds (Assorted),Nuts,Jordan Almonds,Jordan Almonds,"kosher pareve,dragees,jordan almonds,pastel,kosher,candied,rainbow candy","nuts,kosher pareve,dragees,jordan almonds,chocolates & sweets,kosher,candied,classic wedding",Yes,Small 1 Pound Bag,criteo,0,"Snacks,Nuts,Baking",,,,8.99,8.99,8.99,2020-11-18,2020-11-18 14:05:54,2022-04-13 12:02:22,No,0,,1,1,S,No,0,No,0,2,17.98,66.181034,0,0,0,0.12,0,0.618966,0,0,0,0,0,0,0,0,7.28
,,,12865616,499487,2022-04-13,7050,7050-01,1182613,Yes,158.66,mts.net,Roasted Golden Chickpeas (Unsalted),Snacks,Snacks,Chickpeas,"dry roasted,certified gluten-free,roasted,garbanzo beans,chickpeas,gluten-free","snacks,dry roasted,certified gluten-free,roasted,unsalted,gluten-free",Yes,Medium 1 Pound Bag,,0,"Dried Fruit,Chocolates & Sweets,Snacks,Cooking",WINNIPEG,MB,CA,5.99,5.99,5.99,,,2022-04-13 00:25:50,No,0,,1,1,M,No,0,No,0,3,17.97,157.491551,0,0,0,0.24,0,0.928449,0,0,0,0,0,0,0,0,13.2
(not set),,(none),12865568,2519307,2022-04-13,1803,1803-04,6008766,Yes,60.94,hotmail.com,Baobab Blood Orange Bites,Dried Fruit,Dried Fruit,Baobab,,"dried fruit,baking,natural",Yes,Small Black Bag,(direct),0,"Snacks,Dried Fruit,Chocolates & Sweets,Nuts",Hainesville,IL,US,4.99,4.99,4.99,2022-04-12,2022-04-12 23:49:07,2022-04-13 00:08:06,No,0,,0.25,0.25,SB,No,0,No,60.94,1,3.74,60.296034,0,0,1.26,0.025,0,0.618966,0,0,0,0,0,0,0,0,5.23
(not set),,(none),12865707,2519326,2022-04-13,1105,1105-01,6008837,Yes,66.91,hotmail.com,Glazed Orange Peel (Diced),Dried Fruit,Dried Fruit,Oranges,"kosher,kosher pareve,diced fruit,glazed fruit","kosher,kosher pareve,diced fruit,dried fruit,glazed fruit",Yes,Medium 1 Pound Bag,(direct),0,"Dried Fruit,Nuts,Chocolates & Sweets,Snacks",New York,NY,US,7.99,7.99,7.99,2022-04-13,2022-04-13 01:17:18,2022-04-13 01:25:25,No,0,,1,1,M,No,0,No,66.91,1,7.99,65.592068,0,0,0,0.08,0,1.237932,0,0,0,0,0,0,0,0,5.08
2022-04-08-April-TMOTM_ALL_1B,,email,12867384,2497803,2022-04-13,1042,1042-01,5940240,Yes,28.96,aol.com,Dried Mango,Dried Fruit,Dried Fruit,Mango,"gluten-free,kosher pareve,kosher,certified gluten-free","gluten-free,kosher pareve,snacks,dried fruit,kosher,certified gluten-free",Yes,Medium 1 Pound Bag,Iterable,6.99,"Dried Fruit,Snacks",Indianapolis,IN,US,7.99,7.99,7.99,2022-03-09,2022-03-09 18:27:15,2022-04-13 11:27:21,No,0,,1,1,M,No,0,No,0,1,7.99,27.642068000000002,0,6.99,0,0.08,0,1.237932,0,0,0,0,0,0,0,0,5.7
GSN - General - roasD|Cooking & Baking,google,cpc,12866784,,2022-04-13,9118,9118-01,6009065,No,26.95,reidhealth.org,Red Currant Jelly,Cooking,Cooking,Jellies,"spreads,jellies","spreads,cooking,jellies",Yes,Bubble Wrap,google,6.99,Cooking,Williamsburg,IN,US,4.99,4.99,4.99,2022-04-13,2022-04-13 09:55:47,2022-04-13 09:57:15,No,0,,1.1,0.5,BW,No,0,No,26.95,4,19.96,24.474135,0,6.99,0,0,0,2.475865,0,0,0,0,0,0,0,0,9.08
(not set),,organic,12865573,2468692,2022-04-13,5454,5454-01,5848405,Yes,67.94,charter.net,Coffee & Cream Almonds,Nuts,Nuts,Almonds,"gluten-free,chocolate,coffee (flavor),dipped & dusted,cream candy","nuts and seeds,out of shell,gluten-free,chocolate,coffee (flavor),dipped & dusted,nuts,chocolates & sweets",Yes,Small 1 Pound Bag,google,0,"Snacks,Chocolates & Sweets,Nuts",,,,12.99,12.99,12.99,2022-01-26,2022-01-26 01:06:28,2022-04-13 00:10:07,No,0,,1,1,S,No,0,Yes,0,1,12.99,66.642068,0,0,0,0.06,0,1.237932,0,0,0,0,0,0,0,0,6.07
,,,12867128,,2022-04-13,7300,7300-01,5982962,No,59.9,mchsi.com,Cheddar Cheese Sticks,Snacks,Snacks,Cheese Sticks,"cheese (flavor),salty","cheese (flavor),salty,snacks,savory",Yes,Large Black Bag,,0,Snacks,Dubuque,IA,US,5.99,5.99,5.99,2022-03-31,2022-03-31 18:54:43,2022-04-13 10:51:58,No,0,,0.25,0.3,LB,No,0,No,59.9,2,11.98,58.578067999999995,0,0,0,0.084,0,1.237932,0,0,0,0,0,0,0,0,9.82
GSN - Brands - roasB|Walnuts,google,cpc,12866340,,2022-04-13,1063,1063-01,6008955,No,64.95,yahoo.com,Jumbo Golden Raisins,Dried Fruit,Dried Fruit,Raisins,"kosher pareve,no sugar added,kosher,certified gluten-free,gluten-free","kosher pareve,no sugar added,kosher,dried fruit,certified gluten-free,baking,gluten-free",Yes,Medium 1 Pound Bag,google,0,"Dried Fruit,Nuts",,,,6.99,6.99,6.99,2022-04-13,2022-04-13 07:24:00,2022-04-13 07:26:27,No,0,,1,1,M,No,0,No,64.95,1,6.99,64.251034,0,0,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,5.08
klarna-merchantboost,,referral,12865735,2505137,2022-04-13,1044,1044-01,5942420,Yes,312.73,gmail.com,Mixed Fruit,Dried Fruit,Dried Fruit,Mixed Fruit,"kosher pareve,kosher","kosher pareve,best sellers,kosher,dried fruit",Yes,Medium 1 Pound Bag,klarna,0,"Dried Fruit,Nuts,Chocolates & Sweets,Snacks",Hopedale,OH,US,9.99,9.99,9.99,2022-03-10,2022-03-10 19:58:04,2022-04-13 01:42:46,No,0,,1,1,M,No,0,No,0,1,9.99,312.03103400000003,0,0,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,30.76
GSN - General - Low Volume,google,cpc,12865832,,2022-04-13,2441,2441-01,6008891,No,48.97,gmail.com,Peanut Butter & Jelly Bitty Bars,Snacks,Snacks,Energy Squares and Bars,"kosher pareve,sweet,granola,kosher,gluten-free","kosher pareve,sweet,nuts,granola,kosher,gluten-free,snacks",Yes,Medium 1 Pound Bag,google,6.99,Snacks,Redondo Beach,CA,US,9.99,9.99,9.99,2022-04-13,2022-04-13 03:08:23,2022-04-13 03:08:58,No,0,,0.65,0.65,M,No,0,No,48.97,1,9.99,48.299034,0,6.99,0,0.052,0,0.618966,0,0,0,0,0,0,0,0,5.98
(not set),,organic,12867224,,2022-04-13,4918,4918-01,6009160,No,62.94,sbcglobal.net,Roasted Cashews (50% Less Salt),Nuts,Nuts,Cashews,"salted,certified gluten-free,roasted,gluten-free,kosher pareve,kosher","best sellers,nuts and seeds,snacks,salted,whole 30,oil roasted,premium,nuts,certified gluten-free,roasted,50% less salt,out of shell,gluten-free,kosher pareve,kosher,vegan",Yes,Medium 1 Pound Bag,google,0,"Nuts,Snacks,Chocolates & Sweets",Kirkwood,MO,US,13.99,13.99,13.99,2022-04-13,2022-04-13 11:02:05,2022-04-13 11:06:34,No,0,,1,1,M,Yes,0,No,62.94,1,13.99,62.550517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,9.82
(not set),,(none),12867462,,2022-04-13,5026,5026-01,6009201,No,38.95,att.net,Jordan Almonds (Assorted),Nuts,Jordan Almonds,Jordan Almonds,"kosher pareve,dragees,jordan almonds,pastel,kosher,candied,rainbow candy","nuts,kosher pareve,dragees,jordan almonds,chocolates & sweets,kosher,candied,classic wedding",Yes,Small 1 Pound Bag,(direct),6.99,Nuts,Waveland,MS,US,8.99,8.99,8.99,2022-04-13,2022-04-13 11:32:12,2022-04-13 11:35:30,No,0,,1,1,S,No,0,No,38.95,2,17.98,38.211034000000005,0,6.99,0,0.12,0,0.618966,0,0,0,0,0,0,0,0,8.71
(not set),,(none),12866235,2489436,2022-04-13,5323,5323-01,5917205,Yes,59.92,gmail.com,Hunkey Dorey Popcorn Mix,Snacks,Chocolates & Sweets,Popcorn,sweet,sweet,Yes,Large Black Bag,(direct),0,"Chocolates & Sweets,Snacks",Marshfield,MA,US,8.99,8.99,8.99,2022-02-27,2022-02-27 03:26:54,2022-04-13 05:18:38,No,0,,1,1,LB,No,0,Yes,0,1,8.99,59.161034,0,0,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,6.33
,,,12867487,,2022-04-13,5859,5859-01,6009215,No,44.94,comcast.net,Root Beer Float Hard Candy,Chocolates & Sweets,Chocolates & Sweets,Wrapped Hard Candy,"sweet,root beer (flavor),brown candy","chocolates & sweets,sweet,wrapped,root beer (flavor)",Yes,Medium 1 Pound Bag,,6.99,"Nuts,Chocolates & Sweets,Snacks",Cypress,TX,US,5.99,5.99,5.99,2022-04-13,2022-04-13 11:37:07,2022-04-13 11:38:36,No,0,,1,1,M,No,0,No,44.94,1,5.99,44.241034,0,6.99,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,5.75
314743,,affiliate,12865872,,2022-04-13,5840,5840-01,6008912,No,39.95,gmail.com,Mini Milk Chocolate PB Buckeyes,Chocolates & Sweets,Chocolates & Sweets,Mini Chocolates,"sweet,nutty,chocolate,kosher dairy,peanut butter (flavor)","chocolates & sweets,sweet,nutty,chocolate,kosher dairy,peanut butter (flavor)",Yes,Small 1 Pound Bag,shareasale,0,Chocolates & Sweets,Menasha,WI,US,7.99,7.99,7.99,2022-04-13,2022-04-13 04:27:45,2022-04-13 04:29:17,No,0,,1,1,S,No,0,Yes,39.95,1,7.99,39.271034,0,0,0,0.06,0,0.618966,0,0,0,0,0,0,0,0,6.16
2022-04-04-Launch-Easter-GWP_ALL_1,,email,12867565,2350598,2022-04-13,7531,7531-01,5317198,Yes,116.68,gmail.com,Organic Chickpeas (Raw),Cooking,Cooking,Garbanzo Beans (Chickpeas),"beans,gluten-free,organic,garbanzo beans,kosher pareve,kosher","natural,gluten-free,organic,kosher pareve,sprouting,cooking,kosher",Yes,Medium 1 Pound Bag,Iterable,0,"Chocolates & Sweets,Cooking,Seeds",,,,4.99,4.99,4.99,2021-09-06,2021-09-06 07:22:59,2022-04-13 11:47:20,No,0,,1,1,M,No,0,No,0,2,9.98,115.90103400000001,0,0,0,0.16,0,0.618966,0,0,0,0,0,0,0,0,26.51
,,,12865656,,2022-04-13,9900,9900-03,6008821,No,64.86,yahoo.com,Medium Custom Tray,Gifts,Gifts,Customized Trays,"nutty,spicy,fruity,custom tray,salty,sweet,chocolate","birthday,nutty,sympathy,chocolate gifts,spicy,fruity,custom tray,salty,sweet,chocolate,nuts,best sellers,dried fruit,gifts,premium",Yes,White 5 Pound Bag,,6.99,Gifts,,,,0,57.87,57.87,2022-04-13,2022-04-13 00:41:52,2022-04-13 00:44:00,No,0,,3.71,4,W,Yes,0,Yes,64.86,1,57.87,60.986203,0,6.99,0,0.16,0,3.713797,0,0,0,0,0,0,0,0,10.15
,,,12867317,1495365,2022-04-13,2573,2573-02,2575762,Yes,84.9,yahoo.com,Squid Ink Gemelli,Cooking,Cooking,Artisanal Pasta,,"cooking,new products",Yes,Large Black Bag,,0,"Dried Fruit,Snacks,Cooking,Nuts",Aiken,SC,US,10.29,9.98,9.98,2019-02-11,2019-02-11 13:19:41,2022-04-13 11:19:27,No,0,,2,2,LB,No,0,No,0,1,9.98,84.001034,0,0,0,0.28,0,0.618966,0,0,0,0,0,0,0,0,9.97
(not set),,(none),12866601,,2022-04-13,4919,4919-01,6009013,No,60.94,yahoo.com,Roasted Mixed Nuts (50% Less Salt),Nuts,Nuts,Mixed Nuts,"salted,toasted,roasted,kosher,kosher pareve","vegan,nuts,salted,oil roasted,snacks,toasted,roasted,assorted (flavor),whole 30,kosher,out of shell,best sellers,nuts and seeds,paleo,50% less salt,kosher pareve",Yes,Medium 1 Pound Bag,(direct),0,"Dried Fruit,Nuts",Plano,TX,US,12.99,12.99,12.99,,,2022-04-13 09:10:51,No,0,,1,1,M,No,0,No,60.94,1,12.99,60.550517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.75
,,,12867201,2496597,2022-04-13,4022,4022-01,5938716,Yes,61.95,earthlink.net,Roasted Cashews (Unsalted),Nuts,Nuts,Cashews,"roasted,certified gluten-free,kosher pareve,gluten-free,kosher","vegan,brewing,unsalted,roasted,best sellers,certified gluten-free,nuts and seeds,nuts,oil roasted,snacks,whole 30,kosher pareve,out of shell,gluten-free,kosher,paleo",Yes,Medium 1 Pound Bag,,0,Nuts,Wellington,CO,US,13.99,13.99,13.99,2022-03-08,2022-03-08 22:41:48,2022-04-13 11:03:18,No,0,,1,1,M,No,0,No,0,1,13.99,61.560517000000004,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,6.73
GSN - Items - roasB|Cooking & Baking,google,cpc,12865718,,2022-04-13,7199,7199-01,6008839,No,30.97,yahoo.com,Spirulina,Powders,Cooking,Spirulina,"powders,superfoods,certified gluten-free,performance boosting,gluten-free,mood boosting,immunity boosting,beauty","powders,superfoods,certified gluten-free,performance boosting,paleo,best sellers,brewing,natural,gluten-free,mood boosting,immunity boosting,beauty",Yes,Medium 1 Pound Bag,google,0,"Cooking,Powders",Bellflower,CA,US,10.99,10.99,10.99,2022-04-13,2022-04-13 01:21:58,2022-04-13 01:30:52,No,0,,1,1,M,No,0,No,30.97,2,21.98,29.572067999999998,0,0,0,0.16,0,1.237932,0,0,0,0,0,0,0,0,6.15
,,,12866245,,2022-04-13,4002,4002-01,553095,No,161.78,gmail.com,Roasted Almonds (Unsalted),Nuts,Nuts,Almonds,"roasted,gluten-free,keto,certified gluten-free,salt-free,kosher pareve,kosher","best sellers,roasted,snacks,gluten-free,keto,certified gluten-free,whole 30,nuts,salt-free,oil roasted,kosher pareve,vegan,nuts and seeds,out of shell,whole nuts,kosher,unsalted",Yes,Medium 1 Pound Bag,,0,"Snacks,Nuts,Seeds",Lincoln,RI,US,9.99,9.99,9.99,2015-03-30,2015-03-30 13:37:07,2022-04-13 05:35:42,No,0,,1,1,M,No,0,No,0,1,9.99,161.390517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,8.12
,,,12867186,1617413,2022-04-13,7442,7442-01,2917395,Yes,79.91,yahoo.com,Cheddar Whale Crackers,Snacks,Snacks,Crackers,"sugar-free,cheese (flavor)","sugar-free,snacks,cheese (flavor)",Yes,Large Black Bag,,0,"Nuts,Chocolates & Sweets,Baking,Snacks",Oak Lawn,IL,US,4.99,4.99,4.99,2019-12-16,2019-12-16 15:47:54,2022-04-13 11:00:48,No,0,,1,1,LB,No,0,No,0,1,4.99,79.151034,0,0,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,9.96
2022-04-13-Easter-Gifts-10-Off_DTC_1,,email,12867097,98045,2022-04-13,4918,4918-01,39547,Yes,66.94,yahoo.com,Roasted Cashews (50% Less Salt),Nuts,Nuts,Cashews,"salted,certified gluten-free,roasted,gluten-free,kosher pareve,kosher","best sellers,nuts and seeds,snacks,salted,whole 30,oil roasted,premium,nuts,certified gluten-free,roasted,50% less salt,out of shell,gluten-free,kosher pareve,kosher,vegan",Yes,Medium 1 Pound Bag,Iterable,6.99,"Nuts,Greeting Cards",New York,NY,US,13.99,13.99,13.99,2021-10-23,2021-10-23 14:33:29,2022-04-13 10:47:31,No,0,,1,1,M,Yes,0,No,0,1,13.99,66.550517,0,6.99,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.08
2022-04-13-April-Monthly-Gifting_DTC_1,,email,12867743,1852602,2022-04-13,3007,3007-01,3623874,Yes,61.94,aim.com,Raw Brazil Nuts (No Shell),Nuts,Nuts,Brazil Nuts,"kosher pareve,certified gluten-free,gluten-free,raw,superfoods,salt-free,kosher,keto","paleo,kosher pareve,sprouting,snacks,certified gluten-free,nuts,vegan,gluten-free,raw,cooking,superfoods,out of shell,salt-free,nuts and seeds,kosher,natural,keto,baking,whole 30",Yes,Medium 1 Pound Bag,Iterable,0,"Dried Fruit,Nuts,Snacks,Seeds",Bristol,IN,US,16.99,16.99,16.99,2020-09-25,2020-09-25 16:09:36,2022-04-13 12:07:12,No,0,,1,1,M,No,0,No,0,1,16.99,61.550517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.7
SEM Branded,bing,cpc,12866712,,2022-04-13,1032,1032-01,6009044,No,23.97,yahoo.com,Pitted Dates,Dried Fruit,Dried Fruit,Dates,"kosher pareve,kosher,no sugar added,certified gluten-free,sweet,gluten-free,no sulphur dioxide","kosher pareve,vegan,kosher,baking,no sugar added,natural,pitted,certified gluten-free,best sellers,paleo,snacks,sweet,dried fruit,gluten-free,no sulphur dioxide",Yes,Medium 1 Pound Bag,bing,6.99,Dried Fruit,Raleigh,NC,US,6.99,6.99,6.99,2022-04-13,2022-04-13 09:34:54,2022-04-13 09:36:58,No,0,,1,1,M,No,0,No,23.97,1,6.99,23.271034,0,6.99,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,6.68
SEM NB [Competitors] - tROAS,google,cpc,12866341,,2022-04-13,5345,5345-01,2589826,No,120.93,cardis.com,Dark Chocolate Almond Bark,Nuts,Nuts,Almonds,"dark chocolate,old time candy,chocolate","dark chocolate,old time candy,chocolates & sweets,chocolate,nuts",Yes,Small Black Bag,google,0,"Baking,Nuts",North Kingstown,RI,US,10.99,10.99,10.99,2019-10-12,2019-10-12 14:13:50,2022-04-13 07:26:39,No,0,,0.5,0.5,SB,No,0,Yes,0,1,10.99,120.26103400000001,0,0,0,0.05,0,0.618966,0,0,0,0,0,0,0,0,6.33
(not set),,(none),12867682,,2022-04-13,7500,7500-01,100145,No,68.93,msn.com,Organic Pepitas (No Shell Pumpkin Seeds),Seeds,Snacks,Pumpkin Seeds,"kosher pareve,seeds,salt-free,raw,kosher,gluten-free,organic,certified gluten-free","baking,kosher pareve,sprouting,nuts and seeds,natural,seeds,paleo,salt-free,raw,vegan,kosher,out of shell,gluten-free,organic,certified gluten-free,best sellers",Yes,Medium 1 Pound Bag,(direct),0,"Nuts,Seeds",,,,7.99,7.99,7.99,2018-11-14,2018-11-14 11:21:31,2022-04-13 11:59:18,No,0,,1,1,M,No,0,No,0,2,15.98,68.15103400000001,0,0,0,0.16,0,0.618966,0,0,0,0,0,0,0,0,7.02
2022-04-13-Easter-Gifts-10-Off_DTC_1,,email,12867471,2008806,2022-04-13,1111,1111-01,3215812,Yes,99.89,gmail.com,Dried Kiwi,Dried Fruit,Dried Fruit,Kiwi,"kosher pareve,gluten-free,certified gluten-free,kosher","dried fruit,kosher pareve,gluten-free,certified gluten-free,kosher",Yes,Medium 1 Pound Bag,Iterable,0,Dried Fruit,,,,7.99,7.99,7.99,2020-06-22,2020-06-22 16:24:20,2022-04-13 11:36:52,No,0,,1,1,M,No,0,No,0,1,7.99,99.191034,0,0,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,9.82
(not set),,(none),12867359,2502820,2022-04-13,4919,4919-01,999336,Yes,46.96,gmail.com,Roasted Mixed Nuts (50% Less Salt),Nuts,Nuts,Mixed Nuts,"salted,toasted,roasted,kosher,kosher pareve","vegan,nuts,salted,oil roasted,snacks,toasted,roasted,assorted (flavor),whole 30,kosher,out of shell,best sellers,nuts and seeds,paleo,50% less salt,kosher pareve",Yes,Medium 1 Pound Bag,(direct),6.99,Nuts,Columbus,OH,US,12.99,12.99,12.99,2016-09-03,2016-09-03 12:29:44,2022-04-13 11:23:57,No,0,,1,1,M,No,0,No,0,1,12.99,46.570517,0,6.99,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,6.68
,,,12866084,1921499,2022-04-13,1500,1500-05,3865686,Yes,90.16,quintessa.com,Organic Turkish Figs,Dried Fruit,Dried Fruit,Figs,"organic,certified gluten-free,kosher pareve,raw,gluten-free,no sugar added,no sulphur dioxide,kosher","paleo,snacks,organic,certified gluten-free,whole 30,kosher pareve,raw,gluten-free,no sugar added,best sellers,natural,no sulphur dioxide,kosher,dried fruit",Yes,White 5 Pound Bag,,0,Dried Fruit,Napa,CA,US,49.95,45.08,47.45,2020-11-08,2020-11-08 18:36:01,2022-04-13 05:04:01,No,-2.37,,5,5,W,No,0,No,0,2,90.16,87.28413499999999,0,0,0,0.4,0,2.475865,0,0,0,0,0,0,0,0,6.92
,,,12866138,2264925,2022-04-13,1073,1073-01,4956089,Yes,59.8,gmail.com,Dried Pineapple (Chunks),Dried Fruit,Dried Fruit,Pineapple,"gluten-free,kosher,kosher pareve,certified gluten-free","gluten-free,kosher,kosher pareve,dried fruit,certified gluten-free",Yes,Medium 1 Pound Bag,,0,"Dried Fruit,Nuts,Chocolates & Sweets",New Orleans,LA,US,6.99,6.64,6.99,2021-05-23,2021-05-23 19:27:16,2022-04-13 05:04:46,No,-0.35,,1,1,M,No,0,No,0,1,6.64,59.101034,0,0,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,9.82
"loyalty_ Web Conversion Buyers Last 90 Days - Oct 18, 2021",criteo,cpc,12867696,,2022-04-13,2721,2721-01,3920572,No,66.92,cox.net,Roasted Virginia Peanuts (50% Less Salt),Nuts,Nuts,Peanuts,"kosher pareve,roasted,salted,kosher","best sellers,kosher pareve,nuts,50% less salt,vegan,roasted,salted,snacks,whole 30,nuts and seeds,kosher,oil roasted",Yes,Medium 1 Pound Bag,criteo,0,"Snacks,Nuts,Baking",,,,5.99,5.99,5.99,2020-11-18,2020-11-18 14:05:54,2022-04-13 12:02:22,No,0,,1,1,M,No,0,No,0,1,5.99,66.530517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,7.28
(not set),,(none),12866735,1193491,2022-04-13,7596,7596-05,2189135,Yes,124.16,gmail.com,Organic Rolled Oats,Cooking,Cooking,Oats and Oatmeal Mixes,"kosher,organic,kosher pareve,grains","kosher,organic,baking,kosher pareve,grains,brewing,cooking,natural",Yes,Brown 5 Pound Bag,(direct),0,"Nuts,Chocolates & Sweets,Seeds,Cooking",Maeystown,IL,US,19.95,19.35,19.35,2017-09-02,2017-09-02 13:46:45,2022-04-13 09:43:04,No,0,,5,5,B,No,0,No,0,1,19.35,122.722068,0,0,0,0.2,0,1.237932,0,0,0,0,0,0,0,0,13.65
(not set),,organic,12865610,,2022-04-13,5193,5193-01,6008803,No,24.96,yahoo.com,Fruit Slices,Chocolates & Sweets,Chocolates & Sweets,Fruit,"gluten-free,rainbow candy,fruity,sweet,gummy candy","gluten-free,assorted (flavor),chocolates & sweets,fruity,sweet",Yes,Small 1 Pound Bag,google,6.99,Chocolates & Sweets,,,,4.99,4.99,4.99,2022-04-13,2022-04-13 00:20:25,2022-04-13 00:22:28,No,0,,1,1,S,No,0,Yes,24.96,1,4,24.281034000000002,0,6.99,0.99,0.06,0,0.618966,0,0,0,0,0,0,0,0,8.51
2022-04-12-Easter-Hosting-RU_DTC_1,,email,12866828,,2022-04-13,5146,5146-01,4907405,No,65.93,aol.com,Milk Chocolate Pecan Clusters,Chocolates & Sweets,Chocolates & Sweets,Clusters,"sweet,chocolate,milk chocolate,nutty,dry roasted","nuts,chocolates & sweets,sweet,chocolate,milk chocolate,nutty,dry roasted,decadent,snacks",Yes,Small 1 Pound Bag,Iterable,0,"Nuts,Dried Fruit,Chocolates & Sweets,Snacks",Newark,NJ,US,10.99,10.99,10.99,2021-05-10,2021-05-10 12:01:46,2022-04-13 10:04:58,No,0,,1,0.75,S,No,0,Yes,0,2,21.98,64.602068,0,0,0,0.09,0,1.237932,0,0,0,0,0,0,0,0,5.08
2022-04-13-April-Monthly-Gifting_DTC_1,,email,12867118,1416387,2022-04-13,4002,4002-01,2513287,Yes,192.85,yahoo.com,Roasted Almonds (Unsalted),Nuts,Nuts,Almonds,"roasted,gluten-free,keto,certified gluten-free,salt-free,kosher pareve,kosher","best sellers,roasted,snacks,gluten-free,keto,certified gluten-free,whole 30,nuts,salt-free,oil roasted,kosher pareve,vegan,nuts and seeds,out of shell,whole nuts,kosher,unsalted",Yes,Medium 1 Pound Bag,Iterable,0,"Dried Fruit,Nuts",Phoenix,AZ,US,9.99,9.99,9.99,,,2022-04-13 10:50:47,No,0,,1,1,M,No,0,No,0,1,9.99,192.46051699999998,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,7.28
(not set),,(none),12866512,2480326,2022-04-13,1047,1047-01,5887204,Yes,96.95,gmail.com,Dried Peaches,Dried Fruit,Dried Fruit,Peaches,"no sugar added,gluten-free,kosher pareve,certified gluten-free,kosher","best sellers,dried fruit,no sugar added,gluten-free,kosher pareve,certified gluten-free,kosher",Yes,Medium 1 Pound Bag,(direct),0,"Dried Fruit,Gifts",Springfield,NJ,US,10.99,10.99,10.99,2022-02-11,2022-02-11 17:31:32,2022-04-13 08:41:54,No,0,,1,1,M,Yes,0,No,96.95,1,10.99,96.251034,0,0,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,5.08
